split_row_idx,video_stem,subject_id,g_group,split,class_name,class_idx,window_idx,start_frame,start_time_sec
2081,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,1,8,0.5333
2082,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,2,16,1.0667
2083,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,3,24,1.6
2084,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,4,32,2.1333
2085,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,5,40,2.6667
2086,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,6,48,3.2
2087,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,7,56,3.7333
2088,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,8,64,4.2667
2089,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,9,72,4.8
2090,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,10,80,5.3333
2091,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,11,88,5.8667
2092,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,12,96,6.4
2093,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,13,104,6.9333
2094,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,14,112,7.4667
2095,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,15,120,8.0
2096,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,16,128,8.5333
2097,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,17,136,9.0667
2098,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,18,144,9.6
2099,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,19,152,10.1333
2100,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,20,160,10.6667
2101,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,21,168,11.2
2102,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,22,176,11.7333
2103,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,23,184,12.2667
2104,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,24,192,12.8
2105,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,25,200,13.3333
2106,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,26,208,13.8667
2107,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,27,216,14.4
2108,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,28,224,14.9333
2109,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,29,232,15.4667
2110,HandWash_011_A_06_G_02,11,G02,train,step4_dorso_dedos,3,30,240,16.0
2111,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,0,0,0.0
2112,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,1,8,0.5333
2113,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,2,16,1.0667
2114,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,3,24,1.6
2115,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,4,32,2.1333
2116,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,5,40,2.6667
2117,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,6,48,3.2
2118,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,7,56,3.7333
2119,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,8,64,4.2667
2120,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,9,72,4.8
2121,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,10,80,5.3333
2122,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,11,88,5.8667
2123,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,12,96,6.4
2124,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,13,104,6.9333
2125,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,14,112,7.4667
2126,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,15,120,8.0
2127,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,16,128,8.5333
2128,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,17,136,9.0667
2129,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,18,144,9.6
2130,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,19,152,10.1333
2131,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,20,160,10.6667
2132,HandWash_012_A_06_G_03,12,G03,train,step4_dorso_dedos,3,21,168,11.2
310,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,0,0,0.0
311,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,1,15,1.0
312,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,2,30,2.0
313,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,3,45,3.0
314,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,4,60,4.0
315,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,5,75,5.0
316,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,6,90,6.0
317,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,7,105,7.0
318,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,8,120,8.0
319,HandWash_013_A_06_G_03,13,G03,test,step4_dorso_dedos,3,9,135,9.0
2133,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,0,0,0.0
2134,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,1,8,0.5333
2135,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,2,16,1.0667
2136,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,3,24,1.6
2137,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,4,32,2.1333
2138,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,5,40,2.6667
2139,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,6,48,3.2
2140,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,7,56,3.7333
2141,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,8,64,4.2667
2142,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,9,72,4.8
2143,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,10,80,5.3333
2144,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,11,88,5.8667
2145,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,12,96,6.4
2146,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,13,104,6.9333
2147,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,14,112,7.4667
2148,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,15,120,8.0
2149,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,16,128,8.5333
2150,HandWash_014_A_06_G_03,14,G03,train,step4_dorso_dedos,3,17,136,9.0667
2151,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,0,0,0.0
2152,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,1,8,0.5333
2153,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,2,16,1.0667
2154,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,3,24,1.6
2155,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,4,32,2.1333
2156,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,5,40,2.6667
2157,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,6,48,3.2
2158,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,7,56,3.7333
2159,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,8,64,4.2667
2160,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,9,72,4.8
2161,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,10,80,5.3333
2162,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,11,88,5.8667
2163,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,12,96,6.4
2164,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,13,104,6.9333
2165,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,14,112,7.4667
2166,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,15,120,8.0
2167,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,16,128,8.5333
2168,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,17,136,9.0667
2169,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,18,144,9.6
2170,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,19,152,10.1333
2171,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,20,160,10.6667
2172,HandWash_015_A_06_G_04,15,G04,train,step4_dorso_dedos,3,21,168,11.2
252,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,0,0,0.0
253,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,1,15,1.0
254,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,2,30,2.0
255,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,3,45,3.0
256,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,4,60,4.0
257,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,5,75,5.0
258,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,6,90,6.0
259,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,7,105,7.0
260,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,8,120,8.0
261,HandWash_016_A_06_G_04,16,G04,val,step4_dorso_dedos,3,9,135,9.0
2173,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,0,0,0.0
2174,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,1,8,0.5333
2175,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,2,16,1.0667
2176,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,3,24,1.6
2177,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,4,32,2.1333
2178,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,5,40,2.6667
2179,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,6,48,3.2
2180,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,7,56,3.7333
2181,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,8,64,4.2667
2182,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,9,72,4.8
2183,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,10,80,5.3333
2184,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,11,88,5.8667
2185,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,12,96,6.4
2186,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,13,104,6.9333
2187,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,14,112,7.4667
2188,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,15,120,8.0
2189,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,16,128,8.5333
2190,HandWash_017_A_06_G_04,17,G04,train,step4_dorso_dedos,3,17,136,9.0667
2191,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,0,0,0.0
2192,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,1,8,0.5333
2193,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,2,16,1.0667
2194,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,3,24,1.6
2195,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,4,32,2.1333
2196,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,5,40,2.6667
2197,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,6,48,3.2
2198,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,7,56,3.7333
2199,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,8,64,4.2667
2200,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,9,72,4.8
2201,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,10,80,5.3333
2202,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,11,88,5.8667
2203,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,12,96,6.4
2204,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,13,104,6.9333
2205,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,14,112,7.4667
2206,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,15,120,8.0
2207,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,16,128,8.5333
2208,HandWash_018_A_06_G_05,18,G05,train,step4_dorso_dedos,3,17,136,9.0667
320,HandWash_019_A_06_G_05,19,G05,test,step4_dorso_dedos,3,0,0,0.0
321,HandWash_019_A_06_G_05,19,G05,test,step4_dorso_dedos,3,1,15,1.0
322,HandWash_019_A_06_G_05,19,G05,test,step4_dorso_dedos,3,2,30,2.0
323,HandWash_019_A_06_G_05,19,G05,test,step4_dorso_dedos,3,3,45,3.0
324,HandWash_019_A_06_G_05,19,G05,test,step4_dorso_dedos,3,4,60,4.0
325,HandWash_019_A_06_G_05,19,G05,test,step4_dorso_dedos,3,5,75,5.0
326,HandWash_019_A_06_G_05,19,G05,test,step4_dorso_dedos,3,6,90,6.0
2209,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,0,0,0.0
2210,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,1,8,0.5333
2211,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,2,16,1.0667
2212,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,3,24,1.6
2213,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,4,32,2.1333
2214,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,5,40,2.6667
2215,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,6,48,3.2
2216,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,7,56,3.7333
2217,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,8,64,4.2667
2218,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,9,72,4.8
2219,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,10,80,5.3333
2220,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,11,88,5.8667
2221,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,12,96,6.4
2222,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,13,104,6.9333
2223,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,14,112,7.4667
2224,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,15,120,8.0
2225,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,16,128,8.5333
2226,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,17,136,9.0667
2227,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,18,144,9.6
2228,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,19,152,10.1333
2229,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,20,160,10.6667
2230,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,21,168,11.2
2231,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,22,176,11.7333
2232,HandWash_020_A_06_G_05,20,G05,train,step4_dorso_dedos,3,23,184,12.2667
262,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,0,0,0.0
263,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,1,15,1.0
264,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,2,30,2.0
265,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,3,45,3.0
266,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,4,60,4.0
267,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,5,75,5.0
268,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,6,90,6.0
269,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,7,105,7.0
270,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,8,120,8.0
271,HandWash_021_A_06_G_05,21,G05,val,step4_dorso_dedos,3,9,135,9.0
272,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,0,0,0.0
273,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,1,15,1.0
274,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,2,30,2.0
275,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,3,45,3.0
276,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,4,60,4.0
277,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,5,75,5.0
278,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,6,90,6.0
279,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,7,105,7.0
280,HandWash_022_A_06_G_05,22,G05,val,step4_dorso_dedos,3,8,120,8.0
2233,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,0,0,0.0
2234,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,1,8,0.5333
2235,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,2,16,1.0667
2236,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,3,24,1.6
2237,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,4,32,2.1333
2238,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,5,40,2.6667
2239,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,6,48,3.2
2240,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,7,56,3.7333
2241,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,8,64,4.2667
2242,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,9,72,4.8
2243,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,10,80,5.3333
2244,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,11,88,5.8667
2245,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,12,96,6.4
2246,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,13,104,6.9333
2247,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,14,112,7.4667
2248,HandWash_023_A_06_G_05,23,G05,train,step4_dorso_dedos,3,15,120,8.0
327,HandWash_024_A_06_G_05,24,G05,test,step4_dorso_dedos,3,0,0,0.0
328,HandWash_024_A_06_G_05,24,G05,test,step4_dorso_dedos,3,1,15,1.0
329,HandWash_024_A_06_G_05,24,G05,test,step4_dorso_dedos,3,2,30,2.0
330,HandWash_024_A_06_G_05,24,G05,test,step4_dorso_dedos,3,3,45,3.0
331,HandWash_024_A_06_G_05,24,G05,test,step4_dorso_dedos,3,4,60,4.0
332,HandWash_024_A_06_G_05,24,G05,test,step4_dorso_dedos,3,5,75,5.0
333,HandWash_024_A_06_G_05,24,G05,test,step4_dorso_dedos,3,6,90,6.0
334,HandWash_024_A_06_G_05,24,G05,test,step4_dorso_dedos,3,7,105,7.0
2249,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,0,0,0.0
2250,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,1,8,0.5333
2251,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,2,16,1.0667
2252,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,3,24,1.6
2253,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,4,32,2.1333
2254,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,5,40,2.6667
2255,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,6,48,3.2
2256,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,7,56,3.7333
2257,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,8,64,4.2667
2258,HandWash_025_A_06_G_05,25,G05,train,step4_dorso_dedos,3,9,72,4.8
2259,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,0,0,0.0
2260,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,1,8,0.5333
2261,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,2,16,1.0667
2262,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,3,24,1.6
2263,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,4,32,2.1333
2264,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,5,40,2.6667
2265,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,6,48,3.2
2266,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,7,56,3.7333
2267,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,8,64,4.2667
2268,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,9,72,4.8
2269,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,10,80,5.3333
2270,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,11,88,5.8667
2271,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,12,96,6.4
2272,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,13,104,6.9333
2273,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,14,112,7.4667
2274,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,15,120,8.0
2275,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,16,128,8.5333
2276,HandWash_001_A_07_G_01,1,G01,train,step5_polegar,4,17,136,9.0667
335,HandWash_002_A_07_G_01,2,G01,test,step5_polegar,4,0,0,0.0
336,HandWash_002_A_07_G_01,2,G01,test,step5_polegar,4,1,15,1.0
337,HandWash_002_A_07_G_01,2,G01,test,step5_polegar,4,2,30,2.0
338,HandWash_002_A_07_G_01,2,G01,test,step5_polegar,4,3,45,3.0
339,HandWash_002_A_07_G_01,2,G01,test,step5_polegar,4,4,60,4.0
340,HandWash_002_A_07_G_01,2,G01,test,step5_polegar,4,5,75,5.0
341,HandWash_002_A_07_G_01,2,G01,test,step5_polegar,4,6,90,6.0
342,HandWash_002_A_07_G_01,2,G01,test,step5_polegar,4,7,105,7.0
2277,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,0,0,0.0
2278,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,1,8,0.5333
2279,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,2,16,1.0667
2280,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,3,24,1.6
2281,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,4,32,2.1333
2282,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,5,40,2.6667
2283,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,6,48,3.2
2284,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,7,56,3.7333
2285,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,8,64,4.2667
2286,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,9,72,4.8
2287,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,10,80,5.3333
2288,HandWash_003_A_07_G_01,3,G01,train,step5_polegar,4,11,88,5.8667
281,HandWash_004_A_07_G_01,4,G01,val,step5_polegar,4,0,0,0.0
282,HandWash_004_A_07_G_01,4,G01,val,step5_polegar,4,1,15,1.0
283,HandWash_004_A_07_G_01,4,G01,val,step5_polegar,4,2,30,2.0
284,HandWash_004_A_07_G_01,4,G01,val,step5_polegar,4,3,45,3.0
285,HandWash_004_A_07_G_01,4,G01,val,step5_polegar,4,4,60,4.0
286,HandWash_004_A_07_G_01,4,G01,val,step5_polegar,4,5,75,5.0
287,HandWash_004_A_07_G_01,4,G01,val,step5_polegar,4,6,90,6.0
2289,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,0,0,0.0
2290,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,1,8,0.5333
2291,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,2,16,1.0667
2292,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,3,24,1.6
2293,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,4,32,2.1333
2294,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,5,40,2.6667
2295,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,6,48,3.2
2296,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,7,56,3.7333
2297,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,8,64,4.2667
2298,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,9,72,4.8
2299,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,10,80,5.3333
2300,HandWash_005_A_07_G_01,5,G01,train,step5_polegar,4,11,88,5.8667
2301,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,0,0,0.0
2302,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,1,8,0.5333
2303,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,2,16,1.0667
2304,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,3,24,1.6
2305,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,4,32,2.1333
2306,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,5,40,2.6667
2307,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,6,48,3.2
2308,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,7,56,3.7333
2309,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,8,64,4.2667
2310,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,9,72,4.8
2311,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,10,80,5.3333
2312,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,11,88,5.8667
2313,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,12,96,6.4
2314,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,13,104,6.9333
2315,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,14,112,7.4667
2316,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,15,120,8.0
2317,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,16,128,8.5333
2318,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,17,136,9.0667
2319,HandWash_006_A_07_G_01,6,G01,train,step5_polegar,4,18,144,9.6
